plant_id,scientific_name,common_name,family,vernacular_names,medicinal_system,distribution_region,medicinal_use,parts_used,habit,nmpb_med_system_tag,nmpb_api_sanskrit_names,bsi_herbarium_uses_url,source_reference,plant_match_confidence,is_synthetic,source_bsi_s_no,source_nmpb_s_no
PLANT-2071,Syzygium caryophyllatum (L.) Alston; [= Eugenia caryophyllaea Wight],"Clove, Lavang Tree",MYRTACEAE,"Clove, Lavang Tree",Ayurveda,,,"Stem, Flower; (Bud)",,AFSU,,,NMPB,SOURCE_ONLY,False,,860
PLANT-2072,Syzygium cumini (L.) Skeels,"Jaman, Jam",MYRTACEAE,"Jaman, Jam; Jamun; Jambu",Ayurveda,,,"Flower (Bud),; Fruit (Fruit,; Seed), Fruit,; Bark (Stem)",Tree,AFHSTU,Jambu,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009538&column=szBarcode,BSI+NMPB,HIGH,False,1725,861
PLANT-2073,Syzygium jambos (L.) Alston,Gulabjaman (Hindi & Mal.),MYRTACEAE,Gulabjaman (Hindi & Mal.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009543&column=szBarcode,BSI,SOURCE_ONLY,False,1726,
PLANT-2074,Syzygium zeylanicum (L.) DC.,Bhedas (Mar.),MYRTACEAE,Bhedas (Mar.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009539&column=szBarcode,BSI,SOURCE_ONLY,False,1727,
PLANT-2075,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,"Chandni, Tagar",APOCYNACEAE,"Chandni, Tagar; Candni",Ayurveda,,,Root,Shrub,AF,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009272&column=szBarcode,BSI+NMPB,HIGH,False,1728,862
PLANT-2076,Tacca aspera Roxb.; [= T. integrifolia Ker Gawl.],Varahikand,TACCACEAE,Varahikand,Ayurveda,,,Root (Tuber),Herb,A,,,NMPB,SOURCE_ONLY,False,,863
PLANT-2077,Tacca integrifolia Ker-Gawl.,Vrahikanda,TACCACEAE,Vrahikanda,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003013&column=szBarcode,BSI,SOURCE_ONLY,False,1729,
PLANT-2078,Tagetes erecta L.,"Genda, Gultera",ASTERACEAE,"Genda, Gultera; African; Marygold,; Genda,; Sandu",Ayurveda,,,Flower,Herb,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009336&column=szBarcode,BSI+NMPB,HIGH,False,1730,864
PLANT-2079,Tagetes minuta L.,Stinking roger,ASTERACEAE,Stinking roger,,,,Flower,Herb,F,,,NMPB,SOURCE_ONLY,False,,865
PLANT-2080,Tamarindus indica L.,"Imli, Amli",CAESALPINIACEAE,"Imli, Amli; Imli; Cinca",Ayurveda,,,"Fruit, Leaf,; Bark (Stem),; Fruit (Seed)",Tree,AFSTU,Cinca,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003788&column=szBarcode,BSI+NMPB,HIGH,False,1731,866
PLANT-2081,Tamarix indica Roxb.,Jhan,TAMARICACEAE,Jhan,Ayurveda,,,Bark (Stem),Shrub,AFU,,,NMPB,SOURCE_ONLY,False,,867
PLANT-2082,Tanacetum vulgare L.,Tansy,ASTERACEAE,Tansy,,,,Flower,Herb,HW,,,NMPB,SOURCE_ONLY,False,,868
PLANT-2083,Taraxacum officinale F.H.Wigg.,"Kanphul,; Dudhal",ASTERACEAE,"Kanphul,; Dudhal",Ayurveda,,,Root; (Rhizome),Herb,AFHW,,,NMPB,SOURCE_ONLY,False,,869
PLANT-2084,Taraxacum offininale Weber,"Dulal, Barau",ASTERACEAE,"Dulal, Barau",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009295&column=szBarcode,BSI,SOURCE_ONLY,False,1732,
PLANT-2085,Tarenna asiatica (L.) Kuntze ex K.Schum.,Kankra (Beng.),RUBIACEAE,Kankra (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009393&column=szBarcode,BSI,SOURCE_ONLY,False,1733,
PLANT-2086,Taverniera cuneifolia (Roth) Arn.,East-Indian Moneywort (Eng.),FABACEAE,East-Indian Moneywort (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003336&column=szBarcode,BSI,SOURCE_ONLY,False,1734,
PLANT-2087,Taxus wallichiana Zucc.,"Thuno, Birmi",TAXACEAE,"Thuno, Birmi; Talispatra; Sthauneya; Names",Ayurveda,,,Leaf,Tree,AFWTag **,Sthauneya; Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009160&column=szBarcode,BSI+NMPB,HIGH,False,1735,870
PLANT-2088,Tecoma stans (L.) Juss. ex Kunth,Sonapatti (Tam.),BIGNONIACEAE,Sonapatti (Tam.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009125&column=szBarcode,BSI,SOURCE_ONLY,False,1736,
PLANT-2089,Tecomella undulata (Sm.) Seem.,"Rugtrora, Roheda",BIGNONIACEAE,"Rugtrora, Roheda; Rohitaka",Ayurveda,,,Bark (Stem),Shrub,AT,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009128&column=szBarcode,BSI+NMPB,HIGH,False,1737,871
PLANT-2090,Tectona grandis L.f.,"Sagun, Sagwan",VERBENACEAE,"Sagun, Sagwan; Teak; Saka",Ayurveda,,,Root,Tree,AFSTU,Saka,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013201&column=szBarcode,BSI+NMPB,HIGH,False,1738,872
PLANT-2091,Tephrosia candida (Roxb.) DC.,"Lashtia, Masethi",FABACEAE,"Lashtia, Masethi",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003353&column=szBarcode,BSI,SOURCE_ONLY,False,1739,
PLANT-2092,Tephrosia purpurea (L.) Pers.,"Jand, Chaunkra",FABACEAE,"Jand, Chaunkra; Sarad foka,; Sarpankha",Ayurveda,,,"Leaf, Root,; Fruit (Seed)",Herb,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003352&column=szBarcode,BSI+NMPB,HIGH,False,1740,873
PLANT-2093,Tephrosia uniflora Pers.,Kanthalu (Sans.),FABACEAE,Kanthalu (Sans.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003350&column=szBarcode,BSI,SOURCE_ONLY,False,1741,
PLANT-2094,Tephrosia villosa (L.) Pers.,Runchhalisarpankho (Guj.),FABACEAE,Runchhalisarpankho (Guj.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003351&column=szBarcode,BSI,SOURCE_ONLY,False,1742,
PLANT-2095,Teramnus labialis (L.f.) Spreng,"Mashoni, Mashparui",FABACEAE,"Mashoni, Mashparui; Masparni; Masaparni",Ayurveda,,,Whole Plant,Climber,AFST,Masaparni,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003320&column=szBarcode,BSI+NMPB,HIGH,False,1743,874
PLANT-2096,Terminalia alata B.Heyne ex Roth,"Asan, Sain",COMBRETACEAE,"Asan, Sain",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009563&column=szBarcode,BSI,SOURCE_ONLY,False,1744,
PLANT-2097,Terminalia arjuna (Roxb.) Wight & Arn.,Arjuna,COMBRETACEAE,Arjuna; Arjun,Ayurveda,,,"Fruit (Seed),; Bark (Stem)",Tree,AFHSTU,Arjuna,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009561&column=szBarcode,BSI+NMPB,HIGH,False,1745,875
PLANT-2098,Terminalia bellirica (Gaertn.) Roxb.,Bahera,COMBRETACEAE,"Bahera; Behda,; Bibhitaki; Bibhitaka",Ayurveda,,,Fruit,Tree,AFSU,Bibhitaka,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009566&column=szBarcode,BSI+NMPB,HIGH,False,1746,876
PLANT-2099,Terminalia bialata Steud.,Safed chuglam (Andamans),COMBRETACEAE,Safed chuglam (Andamans),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009636&column=szBarcode,BSI,SOURCE_ONLY,False,1747,
PLANT-2100,Terminalia catappa L.,Deshi Badam,COMBRETACEAE,Deshi Badam,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009565&column=szBarcode,BSI,SOURCE_ONLY,False,1748,
PLANT-2101,Terminalia chebula (Gaertn.) Retz.,Harre,COMBRETACEAE,"Harre; Harda, Himaj; Haritaki",Ayurveda,,,"Fruit, Galls",Tree,AFHSTU,Haritaki,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009564&column=szBarcode,BSI+NMPB,HIGH,False,1749,877
PLANT-2102,Terminalia citrina Roxb.,Hritaki (Beng.),COMBRETACEAE,Hritaki (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009558&column=szBarcode,BSI,SOURCE_ONLY,False,1750,
PLANT-2103,Terminalia coriacea Wight & Arn.,Tani (Tel.),COMBRETACEAE,Tani (Tel.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009559&column=szBarcode,BSI,SOURCE_ONLY,False,1751,
PLANT-2104,Terminalia crenulata Roth,Asan,COMBRETACEAE,Asan,Ayurveda,,,Bark (Stem),Tree,AF,,,NMPB,SOURCE_ONLY,False,,878
PLANT-2105,Terminalia myriocarpa Van Heurck & Muell.Arg.,Pnisaj (Beng.),COMBRETACEAE,Pnisaj (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009557&column=szBarcode,BSI,SOURCE_ONLY,False,1752,
PLANT-2106,Terminalia pallida Brandis,Tellakaraka (Tel.),COMBRETACEAE,Tellakaraka (Tel.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009554&column=szBarcode,BSI,SOURCE_ONLY,False,1753,
PLANT-2107,Terminalia paniculata Roth,Kinjal (Mar.),COMBRETACEAE,Kinjal (Mar.); Vanmaruthu,Ayurveda,,,Bark (Stem),Tree,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009562&column=szBarcode,BSI+NMPB,HIGH,False,1754,879
PLANT-2108,Terminalia tomentosa (Roxb. ex DC.); [= T. alata Heyne ex Roth],Asan,COMBRETACEAE,Asan,Ayurveda,,,Bark (Stem),Tree,AST,,,NMPB,SOURCE_ONLY,False,,880
PLANT-2109,Ternstroemia gymnanthera (Wight & Arn.) Bedd.,Kamoni (Kan.),THEACEAE,Kamoni (Kan.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013182&column=szBarcode,BSI,SOURCE_ONLY,False,1755,
PLANT-2110,Tetracera laevis Vahl,Anaittichal (Tam.),DILLENIACEAE,Anaittichal (Tam.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013913&column=szBarcode,BSI,SOURCE_ONLY,False,1756,
PLANT-2111,Tetradium fraxinifolium (Hook.) Hartley,Kanukpa (Nepal & Bengal),RUTACEAE,Kanukpa (Nepal & Bengal),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009970&column=szBarcode,BSI,SOURCE_ONLY,False,1757,
PLANT-2112,Tetradium ruticarpum (A.Juss.) Hartley,Bora-asing (Assam),RUTACEAE,Bora-asing (Assam),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009969&column=szBarcode,BSI,SOURCE_ONLY,False,1758,
PLANT-2113,Teucrium chamaedrys L.,Wall-Germander,VITACEAE,Wall-Germander,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008733&column=szBarcode,BSI,SOURCE_ONLY,False,1759,
PLANT-2114,Teucrium polium L.,Felty germander (Eng.),VITACEAE,Felty germander (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008734&column=szBarcode,BSI,SOURCE_ONLY,False,1760,
PLANT-2115,Teucrium scordium L.,Water-Germander (Eng.),LAMIACEAE,Water-Germander (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008729&column=szBarcode,BSI,SOURCE_ONLY,False,1761,
PLANT-2116,Thalictrum foliolosum DC.,"Pilazari, Mamiri",RANUNCULACEAE,"Pilazari, Mamiri; Mamira",Ayurveda,,,Root,Herb,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013931&column=szBarcode,BSI+NMPB,HIGH,False,1762,881
PLANT-2117,Thalictrum minus L.,Dwarf meadow Rue (Eng.),RANUNCULACEAE,Dwarf meadow Rue (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013929&column=szBarcode,BSI,SOURCE_ONLY,False,1763,
PLANT-2118,Theobroma cacao L.,Chocolate Tree (Eng.),STERCULIACEAE,Chocolate Tree (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013932&column=szBarcode,BSI,SOURCE_ONLY,False,1764,
PLANT-2119,Thespesia populnea (L.) Soland. ex Correa,"Parsipu, Porush",MALVACEAE,"Parsipu, Porush; Phalisa-Chhal; Kapitan",Ayurveda,,,Bark (Stem),Tree,AFSU,Kapitan,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008744&column=szBarcode,BSI+NMPB,HIGH,False,1765,882
PLANT-2120,Thevetia peruviana (Pers.) Schum.,"Pile kaner, Zard kunel",APOCYNACEAE,"Pile kaner, Zard kunel",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009448&column=szBarcode,BSI,SOURCE_ONLY,False,1766,
PLANT-2121,Thlaspi arvense L.,Common Penycress (Eng.),BRASSICACEAE,Common Penycress (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013859&column=szBarcode,BSI,SOURCE_ONLY,False,1767,
PLANT-2122,Thuja orientalis L.,"Morepankhi, Mayurpankh",CUPRESSACEAE,"Morepankhi, Mayurpankh",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009162&column=szBarcode,BSI,SOURCE_ONLY,False,1768,
PLANT-2123,Thunbergia alata Bojer ex Sims,Black-Eyed Susan (Eng.),ACANTHACEAE,Black-Eyed Susan (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013301&column=szBarcode,BSI,SOURCE_ONLY,False,1769,
PLANT-2124,Thunbergia grandiflora (Roxb. ex Rottl.) Roxb.,Mulluta,ACANTHACEAE,Mulluta,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013500&column=szBarcode,BSI,SOURCE_ONLY,False,1770,
PLANT-2125,Thunbergia laurifolia Lindl.,Purple allamanda (Eng.),ACANTHACEAE,Purple allamanda (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013303&column=szBarcode,BSI,SOURCE_ONLY,False,1771,
PLANT-2126,Thymus serpyllum L.,Banajwain,LAMIACEAE,"Banajwain; Ban; Ajwain,; Satar Farsi",Ayurveda,,,Whole Plant,Herb,AHU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008710&column=szBarcode,BSI+NMPB,HIGH,False,1772,883
PLANT-2127,Thymus vulgaris L.,Common Thyme (Eng.),LAMIACEAE,Common Thyme (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008712&column=szBarcode,BSI,SOURCE_ONLY,False,1773,
PLANT-2128,Tiliacora acuminata (Lam.) Hook.f. & Thomson,"Bega, Bhaga",MENISPERMACEAE,"Bega, Bhaga; Kappatiga,; Bagamushada",,,,Leaf,Climber,FS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013898&column=szBarcode,BSI+NMPB,HIGH,False,1774,884
PLANT-2129,Tinospora cordifolia (Willd.) Hook.f. & Thomson,"Amrita, Giloe",MENISPERMACEAE,"Amrita, Giloe; Giloy, Galo,; Amrithaballi; Guduci",Ayurveda,,,Stem,Climber,AFHSTU,Guduci,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013900&column=szBarcode,BSI+NMPB,HIGH,False,1775,885
PLANT-2130,Tinospora crispa (L.),"Giloy, Galo,; Amrithaballi",MENISPERMACEAE,"Giloy, Galo,; Amrithaballi",,,,Stem,Climber,F,,,NMPB,SOURCE_ONLY,False,,886
PLANT-2131,Tinospora sinensis (Lour.) Merr.,"Giloe, Gulancha",MENISPERMACEAE,"Giloe, Gulancha; Amrata; Names",Ayurveda,,,Stem,Climber,AFSTag **,Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013899&column=szBarcode,BSI+NMPB,HIGH,False,1776,887
PLANT-2132,Toddalia asiatica (L.) Lam.,"Jangli-kalimirch, Kanj",RUTACEAE,"Jangli-kalimirch, Kanj; Janglikalimirch Shrub",Ayurveda,,,Root,,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009837&column=szBarcode,BSI+NMPB,HIGH,False,1777,888
PLANT-2133,Toona ciliata Roem.,"Tun, Mahanim",MELIACEAE,"Tun, Mahanim; Thooniya-; noikam; Tuni",,,,Bark (Stem),Tree,F,Tuni,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013146&column=szBarcode,BSI+NMPB,HIGH,False,1778,889
PLANT-2134,Torenia asiatica L.,Kakapu (Mal.),SCROPHULARIACEAE,Kakapu (Mal.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013255&column=szBarcode,BSI,SOURCE_ONLY,False,1779,
PLANT-2135,Trachelospermum lucidum (D.Don) K.Schum.,Akhahilata (Assam),APOCYNACEAE,Akhahilata (Assam),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009457&column=szBarcode,BSI,SOURCE_ONLY,False,1780,
PLANT-2136,Trachylobium hornemannianum Hayne,Zangiber copal (Eng.),CAESALPINIACEAE,Zangiber copal (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003406&column=szBarcode,BSI,SOURCE_ONLY,False,1781,
PLANT-2137,Trachyspermum ammi (L.) Sprague,"Ajowan, Ajwain",APIACEAE,"Ajowan, Ajwain; Ajmo,; Ajwayan; Yavani",Ayurveda,,,Fruit,Herb,AFSTU,Yavani,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013531&column=szBarcode,BSI+NMPB,HIGH,False,1782,890
PLANT-2138,Trachyspermum roxburghianum (DC.) Wolff,"Ajmud, Ajmod",APIACEAE,"Ajmud, Ajmod; Sath Ajwain",Ayurveda,,,Fruit,Herb,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013754&column=szBarcode,BSI+NMPB,HIGH,False,1783,891
PLANT-2139,Tragia involucrata L.,Barhanta,EUPHORBIACEAE,Barhanta; Vrscikalli,Ayurveda,,,Root,Climber,AFS,Vrscikalli,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008778&column=szBarcode,BSI+NMPB,HIGH,False,1784,892
PLANT-2140,Tragopogon pratensis L.,Bucks-beard (Eng.),ASTERACEAE,Bucks-beard (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009304&column=szBarcode,BSI,SOURCE_ONLY,False,1785,
PLANT-2141,Tragopogon sinuatus Avé-Lall.,Oyester-Plant (Eng.),ASTERACEAE,Oyester-Plant (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009296&column=szBarcode,BSI,SOURCE_ONLY,False,1786,
PLANT-2142,Trapa natans L.,Singhara,TRAPACEAE,Singhara; Singhada; Srngataka,Ayurveda,,,Fruit,Herb,A,Srngataka,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009512&column=szBarcode,BSI+NMPB,HIGH,False,1787,893
PLANT-2143,Trema orientalis (L.) Blume,Gio,ULMACEAE,Gio,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013383&column=szBarcode,BSI,SOURCE_ONLY,False,1788,
PLANT-2144,Trewia nudiflora L.,"Bhillaura, Gamhar",EUPHORBIACEAE,"Bhillaura, Gamhar",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008804&column=szBarcode,BSI,SOURCE_ONLY,False,1789,
PLANT-2145,Trianthema decandra L.; [= Zaleya decandra (L.) Burm.f.],Saaranai ver,AIZOACEAE,Saaranai ver,Ayurveda,,,Root,Herb,AS,,,NMPB,SOURCE_ONLY,False,,894
PLANT-2146,Trianthema portulacastrum L.,Lalsabuni,AIZOACEAE,Lalsabuni; Varsabhu,Ayurveda,,,Root,Herb,AFS,Varsabhu,,NMPB,SOURCE_ONLY,False,,895
PLANT-2147,Tribulus alatus Del.,Gokhru kalan,ZYGOPHYLLACEAE,Gokhru kalan,,,,"Fruit, Stem",Herb,FU,,,NMPB,SOURCE_ONLY,False,,896
PLANT-2148,Tribulus lanuginosus L.,Gokhru,ZYGOPHYLLACEAE,Gokhru,Ayurveda,,,Fruit,Herb,AU,,,NMPB,SOURCE_ONLY,False,,897
PLANT-2149,Tribulus rajasthanensis M.M.Bhandari,Gokhru (Subs.) Herb,ZYGOPHYLLACEAE,Gokhru (Subs.) Herb,Ayurveda,,,Fruit,,AU,,,NMPB,SOURCE_ONLY,False,,898
PLANT-2150,"Tribulus subramanyamii P.Singh,",Gokhru (Subs.) Herb,ZYGOPHYLLACEAE,Gokhru (Subs.) Herb,Ayurveda,,,Fruit,,AU,,,NMPB,SOURCE_ONLY,False,,899
PLANT-2151,Tribulus terrestris L.,Gokhru,ZYGOPHYLLACEAE,"Gokhru; Gokhru,; Gokshu; ra; Goksura",Ayurveda,,,Fruit,Herb,AFHSTU,Goksura,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013816&column=szBarcode,BSI+NMPB,HIGH,False,1790,900
PLANT-2152,Trichilia connaroides (Wight. & Arn.) Bentv.,Kapia kushi (Beng.),MELIACEAE,Kapia kushi (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009892&column=szBarcode,BSI,SOURCE_ONLY,False,1791,
PLANT-2153,Trichodesma africanum (L.) R.Br.,African Barbbell (Eng.),BORAGINACEAE,African Barbbell (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009146&column=szBarcode,BSI,SOURCE_ONLY,False,1792,
PLANT-2154,Trichodesma indicum (L.) Lehm.,"Chhota-kulpha, Ratmandi",BORAGINACEAE,"Chhota-kulpha, Ratmandi",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009144&column=szBarcode,BSI,SOURCE_ONLY,False,1793,
PLANT-2155,Trichodesma zeylanicum (Burm.f.) R.Br.,Hetenuria,BORAGINACEAE,Hetenuria; Dhadhona,Ayurveda,,,Whole Plant,Herb,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009143&column=szBarcode,BSI+NMPB,HIGH,False,1794,901
PLANT-2156,Tricholepis glaberrima DC.,Brahmadandi,ASTERACEAE,Brahmadandi,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009328&column=szBarcode,BSI,SOURCE_ONLY,False,1795,
PLANT-2157,Trichopus zeylanicus Gaertn.,Arogyapacha,DIOSCOREACEAE,Arogyapacha,,,,Root,Herb,F,,,NMPB,SOURCE_ONLY,False,,902
PLANT-2158,Trichosanthes anguina L.,Snakegourd,CUCURBITACEAE,Snakegourd,Ayurveda,,,Stem,Climber,AST,,,NMPB,SOURCE_ONLY,False,,903
PLANT-2159,Trichosanthes bracteata (Lam.) Voigt,"Lal indrayan, Mahakal",CUCURBITACEAE,"Lal indrayan, Mahakal",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009417&column=szBarcode,BSI,SOURCE_ONLY,False,1796,
PLANT-2160,Trichosanthes cordata Roxb.,"Bhumikumra, Patol (Beng.)",CUCURBITACEAE,"Bhumikumra, Patol (Beng.); Vidari",Ayurveda,,,Stem Root; (Tuber),Climber,A,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009418&column=szBarcode,BSI+NMPB,HIGH,False,1797,904
PLANT-2161,Trichosanthes cucumerina L.,Jangli-chachinda,CUCURBITACEAE,Jangli-chachinda; Patol; panchang,Ayurveda,,,Whole Plant,Climber,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009420&column=szBarcode,BSI+NMPB,HIGH,False,1798,905
PLANT-2162,Trichosanthes dioica Roxb.,Parwal,CUCURBITACEAE,Parwal; Patol; (Kadu Parval),Ayurveda,,,"Root, Leaf",Climber,AFHST,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009419&column=szBarcode,BSI+NMPB,HIGH,False,1799,906
PLANT-2163,Trichosanthes lobata Roxb.,"Patola,; Tiktapatola",CUCURBITACEAE,"Patola,; Tiktapatola; Names",Ayurveda,,,Leaf,Climber,ATag **,Names,,NMPB,SOURCE_ONLY,False,,907
PLANT-2164,Trichosanthes nervifolia L.,Palval,CUCURBITACEAE,Palval,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009422&column=szBarcode,BSI,SOURCE_ONLY,False,1800,
PLANT-2165,Trichosanthes tricuspidata Lour.; [= T. bracteata (Lam.) Voigt ],"Indrayan,; Mahakal",CUCURBITACEAE,"Indrayan,; Mahakal; Visala",Ayurveda,,,Root,Climber,AFS,Visala,,NMPB,SOURCE_ONLY,False,,908
PLANT-2166,Trichosanthes wallichiana (Ser.) Wight,Muzuumtong (Local name),CUCURBITACEAE,Muzuumtong (Local name),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009421&column=szBarcode,BSI,SOURCE_ONLY,False,1801,
PLANT-2167,Tridax procumbens L.,Jayanti,ASTERACEAE,Jayanti,Ayurveda,,,Whole Plant,Herb,AFS,,,NMPB,SOURCE_ONLY,False,,909
PLANT-2168,Trifolium alexandrinum L.,Egyptian clover (Eng.),FABACEAE,Egyptian clover (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003364&column=szBarcode,BSI,SOURCE_ONLY,False,1802,
PLANT-2169,Trifolium pratense L.,"Trepatra, Chit-batto (Punjab)",FABACEAE,"Trepatra, Chit-batto (Punjab)",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003363&column=szBarcode,BSI,SOURCE_ONLY,False,1803,
PLANT-2170,Trifolium repens L.,White clover (Eng.),FABACEAE,White clover (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003366&column=szBarcode,BSI,SOURCE_ONLY,False,1804,
PLANT-2171,Trigonella corniculata (L.) L.,"Kasuri Methi, Marwari Methi",FABACEAE,"Kasuri Methi, Marwari Methi; Kasuri Methi",Ayurveda,,,Whole Plant,Herb,AUS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003356&column=szBarcode,BSI+NMPB,HIGH,False,1805,910
PLANT-2172,Trigonella foenum-graecum L.,"Methi, Muthi",FABACEAE,"Methi, Muthi; Methi",Ayurveda,,,Fruit (Seed),Herb,AFSUW,Methi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003359&column=szBarcode,BSI+NMPB,HIGH,False,1806,911
