plant_id,scientific_name,common_name,family,vernacular_names,medicinal_system,distribution_region,medicinal_use,parts_used,habit,nmpb_med_system_tag,nmpb_api_sanskrit_names,bsi_herbarium_uses_url,source_reference,plant_match_confidence,is_synthetic,source_bsi_s_no,source_nmpb_s_no
PLANT-0603,Crinum latifolium L.,Sukhdarshan ( Beng.),AMARYLLIDACEAE,Sukhdarshan ( Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003251&column=szBarcode,BSI,SOURCE_ONLY,False,490,
PLANT-0604,Crocus sativus L.,"Kesar, Zafran",IRIDACEAE,"Kesar, Zafran; Kesar; Kunkuma",Ayurveda,,,Flower; (Stigma &; upper Style),Herb,AFHSTU,Kunkuma,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003132&column=szBarcode,BSI+NMPB,HIGH,False,491,302
PLANT-0605,Crotalaria albida B.Heyne ex Roth.,Ban-methi,FABACEAE,Ban-methi,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003623&column=szBarcode,BSI,SOURCE_ONLY,False,492,
PLANT-0606,Crotalaria burhia Buch.-Ham ex Benth.,Ghagari (Mar.),FABACEAE,Ghagari (Mar.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003709&column=szBarcode,BSI,SOURCE_ONLY,False,493,
PLANT-0607,Crotalaria juncea L.,Sannai Sunn,FABACEAE,"Sannai Sunn; Dhanahari,; Patashan, Sann; Sana",Ayurveda,,,Fruit (Seed),Herb,AFSU,Sana,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003704&column=szBarcode,BSI+NMPB,HIGH,False,494,303
PLANT-0608,Crotalaria laburnifolia L.,Muna,FABACEAE,Muna,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003701&column=szBarcode,BSI,SOURCE_ONLY,False,495,
PLANT-0609,Crotalaria pallida Aiton,"Sen, San",FABACEAE,"Sen, San",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003699&column=szBarcode,BSI,SOURCE_ONLY,False,496,
PLANT-0610,Crotalaria prostrata Rottl. ex Willd.,"Vishnukarni, Chotojhunjhuni (Beng.)",FABACEAE,"Vishnukarni, Chotojhunjhuni (Beng.)",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003710&column=szBarcode,BSI,SOURCE_ONLY,False,497,
PLANT-0611,Crotalaria retusa L.,Ghunghunian,FABACEAE,Ghunghunian,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003707&column=szBarcode,BSI,SOURCE_ONLY,False,498,
PLANT-0612,Crotalaria sericea Retz.,Jhunjhunia,FABACEAE,Jhunjhunia,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003706&column=szBarcode,BSI,SOURCE_ONLY,False,499,
PLANT-0613,Crotalaria verrucosa L.,"Banshana,; San, Sanpushpi",FABACEAE,"Banshana,; San, Sanpushpi",Ayurveda,,,Fruit (Seed),Herb,AFS,,,NMPB,SOURCE_ONLY,False,,304
PLANT-0614,Croton bonplandianum Baill.,Kukka mirapa,EUPHORBIACEAE,Kukka mirapa,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008993&column=szBarcode,BSI,SOURCE_ONLY,False,500,
PLANT-0615,Croton caudatus Geisel.,Nanbhantur (Beng.),EUPHORBIACEAE,Nanbhantur (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008997&column=szBarcode,BSI,SOURCE_ONLY,False,501,
PLANT-0616,Croton oblongifolius Roxb.,Chucka,EUPHORBIACEAE,Chucka; Bhutankusha,Ayurveda,,,Bark (Root),Tree,AFST,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008999&column=szBarcode,BSI+NMPB,HIGH,False,502,305
PLANT-0617,Croton tiglium L.,Jamalgota,EUPHORBIACEAE,"Jamalgota; Jamlghota,; Japala; Jayapala",Ayurveda,,,Fruit (Seed),Tree,AFHSTU,Jayapala,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008992&column=szBarcode,BSI+NMPB,HIGH,False,503,306
PLANT-0618,Cryptocarya wightiana Thwaites,Neela Vriksha (Sans.),LAURACEAE,Neela Vriksha (Sans.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008863&column=szBarcode,BSI,SOURCE_ONLY,False,504,
PLANT-0619,Cryptocoryne spiralis (Retz.),Natti - ati -; Vasa,ARACEAE,Natti - ati -; Vasa,,,,Root,Herb,FS,,,NMPB,SOURCE_ONLY,False,,307
PLANT-0620,Cryptolepis buchananii R.Br. ex Roem. & Schult.,"Karanta, Kalisar",ASCLEPIADACEAE,"Karanta, Kalisar; Medaksinghi,; Sariva; Krsnasariva",Ayurveda,,,Root,Climber,AFS,Krsnasariva,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009245&column=szBarcode,BSI+NMPB,HIGH,False,505,308
PLANT-0621,Cucubalus bacciferous L.,Berry-bearing Catchfly (Eng.),CARYOPHYLLACEAE,Berry-bearing Catchfly (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003827&column=szBarcode,BSI,SOURCE_ONLY,False,506,
PLANT-0622,Cucumis callosus (Rottl.) Cogn.,Kharbooza,CUCURBITACEAE,Kharbooza,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013784&column=szBarcode,BSI,SOURCE_ONLY,False,507,
PLANT-0623,Cucumis melo L.,Kharbuja,CUCURBITACEAE,"Kharbuja; Kakadi beej,; Magaj Kharbuja; Ervaru",Ayurveda,,,Fruit (Seed),Climber,AFSTU,Ervaru,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013785&column=szBarcode,BSI+NMPB,HIGH,False,508,309
PLANT-0624,Cucumis prophetarum L.,Khad-Kachar (Rajasthan),CUCURBITACEAE,Khad-Kachar (Rajasthan),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013783&column=szBarcode,BSI,SOURCE_ONLY,False,509,
PLANT-0625,Cucumis sativus L.,Khira,CUCURBITACEAE,Khira; Beej Kheera; Trapusam; Names,Ayurveda,,,"Fruit; (Fruit, Seed)",Climber,AFSTU**,Trapusam; Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013782&column=szBarcode,BSI+NMPB,HIGH,False,510,310
PLANT-0626,Cucumis trigonus Roxb.,Jangli-Indrayan,CUCURBITACEAE,Jangli-Indrayan,Ayurveda,,,"Fruit (Fruit,; Seed), Stem",Climber,AFS,,,NMPB,SOURCE_ONLY,False,,311
PLANT-0627,Cucurbita maxima Duchesne,"Lal kumra, Mitha kumra",CUCURBITACEAE,"Lal kumra, Mitha kumra; Pumpkin",Ayurveda,,,Fruit,Climber,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013778&column=szBarcode,BSI+NMPB,HIGH,False,511,312
PLANT-0628,Cucurbita moschata (Lam.),"Kaddu, Kumrah",CUCURBITACEAE,"Kaddu, Kumrah",,,,Fruit (Seed),Climber,FSU,,,NMPB,SOURCE_ONLY,False,,313
PLANT-0629,Cucurbita pepo L.,"Kumra, Safedkaddu",CUCURBITACEAE,"Kumra, Safedkaddu",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013779&column=szBarcode,BSI,SOURCE_ONLY,False,512,
PLANT-0630,Cuminum cyminum L.,"Jeera,; Shahjeera",APIACEAE,"Jeera,; Shahjeera; Svetajiraka",Ayurveda,,,Fruit,Herb,AFSTU,Svetajiraka,,NMPB,SOURCE_ONLY,False,,314
PLANT-0631,Cupressus sempervirens L.,"Sara, Saras",CUPRESSACEAE,"Sara, Saras",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009743&column=szBarcode,BSI,SOURCE_ONLY,False,513,
PLANT-0632,Curculigo orchioides Gaertn.,"Kali musli, Syahmusali",AMARYLLIDACEAE,"Kali musli, Syahmusali; Kali; musali,; Musli; Talamuli",Ayurveda,,,Root,Herb,AFSTU,Talamuli,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003115&column=szBarcode,BSI+NMPB,HIGH,False,514,315
PLANT-0633,Curcuma amada Roxb.,Amba haldi; shiya,ZINGIBERACEAE,Amba haldi; shiya; Amra Haridra,Ayurveda,,,Root; (Rhizome),Herb,AFSU,Amra Haridra,,NMPB,SOURCE_ONLY,False,,316
PLANT-0634,Curcuma angustifolia Roxb.,Tikhur,ZINGIBERACEAE,Tikhur,Ayurveda,,,Root; (Rhizome),Herb,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003145&column=szBarcode,BSI+NMPB,HIGH,False,515,317
PLANT-0635,Curcuma aromatica Salisb.,Jangli-haldi,ZINGIBERACEAE,"Jangli-haldi; Kasturi; manjal,; arishna,",Ayurveda,,,Root; (Rhizome),Herb,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003144&column=szBarcode,BSI+NMPB,HIGH,False,516,318
PLANT-0636,Curcuma caesia Roxb.,"Nar-; Kapu-kachri; kachura,; Kala-haldi",ZINGIBERACEAE,"Nar-; Kapu-kachri; kachura,; Kala-haldi",,,,Root; (Rhizome),Herb,F,,,NMPB,SOURCE_ONLY,False,,319
PLANT-0637,Curcuma leucorrhiza Roxb.,Tikar (Beng.),ZINGIBERACEAE,Tikar (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003147&column=szBarcode,BSI,SOURCE_ONLY,False,517,
PLANT-0638,Curcuma longa L.,"Haldi, Halada",ZINGIBERACEAE,"Haldi, Halada; Arishna, Haldi,; Kari manjal; Haridra",Ayurveda,,,"Root; (Rhizome,; Tuber)",Herb,AFHSTU,Haridra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003148&column=szBarcode,BSI+NMPB,HIGH,False,518,320
PLANT-0639,Curcuma rubescens Roxb.,Ruby (Eng.),ZINGIBERACEAE,Ruby (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003149&column=szBarcode,BSI,SOURCE_ONLY,False,519,
PLANT-0640,Curcuma zeodoria Roxb.,Kachura,ZINGIBERACEAE,Kachura,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003146&column=szBarcode,BSI,SOURCE_ONLY,False,520,
PLANT-0641,Curcuma zerumbet Roxb.; [= C. zedoaria (Christm.) Roscoe],"Kachur,; Kachari",ZINGIBERACEAE,"Kachur,; Kachari; Karcura",,,,"Root; (Rhizome),; Stem",Herb,T,Karcura,,NMPB,SOURCE_ONLY,False,,321
PLANT-0642,Cuscuta chinensis Lam.,Dodder (Eng.),CONVOLVULACEAE,Dodder (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009701&column=szBarcode,BSI,SOURCE_ONLY,False,521,
PLANT-0643,Cuscuta hyalina Roth.,Niradhari,CONVOLVULACEAE,Niradhari,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009702&column=szBarcode,BSI,SOURCE_ONLY,False,522,
PLANT-0644,Cuscuta reflexa Roxb.,"Akasbel, Amarbel",CONVOLVULACEAE,"Akasbel, Amarbel; Aftimoon,; Tukhme-; Kasus",Ayurveda,,,"Fruit (Seed),; Whole Plant",Climber,AFSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009703&column=szBarcode,BSI+NMPB,HIGH,False,523,322
PLANT-0645,Cyathula prostrata Blume,Lal Chirchita,AMARANTHACEAE,Lal Chirchita; Kadalaavanakkin; veru,Ayurveda,,,Root,Herb,AF,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008909&column=szBarcode,BSI+NMPB,HIGH,False,524,323
PLANT-0646,Cycas circinalis L.,Jangli-madan-mast-ka-phul,CYCADACEAE,Jangli-madan-mast-ka-phul; Madhana; kama poo; Names,Ayurveda,,,"Flower, Pith",Tree,AFS**,Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009738&column=szBarcode,BSI+NMPB,HIGH,False,525,324
PLANT-0647,Cycas rumphii Miq.,Kama (Tam.),CYCADACEAE,Kama (Tam.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009737&column=szBarcode,BSI,SOURCE_ONLY,False,526,
PLANT-0648,Cyclea peltata Hook.f. & Thomson,Bruhat patha (Sans.),MENISPERMACEAE,Bruhat patha (Sans.); Paada kizhangu,Ayurveda,,,Root,Climber,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013498&column=szBarcode,BSI+NMPB,HIGH,False,527,325
PLANT-0649,Cydonia oblonga Mill.,Bihi,ROSACEAE,Bihi,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013723&column=szBarcode,BSI,SOURCE_ONLY,False,528,
PLANT-0650,Cymbidium simulans Rolfe,Aloe-leafed Cymbidium (Eng.),ORCHIDACEAE,Aloe-leafed Cymbidium (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003913&column=szBarcode,BSI,SOURCE_ONLY,False,529,
PLANT-0651,Cymbopogon citratus (DC.) Stapf,"Serai, Rohisha",POACEAE,"Serai, Rohisha; Kattrna",Ayurveda,,,"Root,; Whole Plant",Herb,AFSU,Kattrna,,NMPB,SOURCE_ONLY,False,,326
PLANT-0652,Cymbopogon flexuosus (Nees ex Steud.) Will.Watson,"Lemongrass (Eng.), Kodi-pullu (Mal.)",POACEAE,"Lemongrass (Eng.), Kodi-pullu (Mal.); Lemon grass",,,,Whole Plant,Herb,F,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003173&column=szBarcode,BSI+NMPB,HIGH,False,530,327
PLANT-0653,Cymbopogon jwarancusa (Jones) Schult.,Lamajjaka (Sans.),POACEAE,Lamajjaka (Sans.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003174&column=szBarcode,BSI,SOURCE_ONLY,False,531,
PLANT-0654,Cymbopogon martinii (Roxb.) Will.Watson,Gandh bel,POACEAE,Gandh bel; Ginger grass; Rohisa,Ayurveda,,,Root,Herb,AST,Rohisa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003171&column=szBarcode,BSI+NMPB,HIGH,False,532,328
PLANT-0655,Cymbopogon nardus (L.) Rendle,Ganjni,POACEAE,Ganjni,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003172&column=szBarcode,BSI,SOURCE_ONLY,False,533,
PLANT-0656,Cymbopogon schoenanthus (L.) Spreng.,Rousaghas,POACEAE,Rousaghas,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003175&column=szBarcode,BSI,SOURCE_ONLY,False,534,
PLANT-0657,Cynara scolymus L.,"Hathichak, Hathi-choke",ASTERACEAE,"Hathichak, Hathi-choke",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013671&column=szBarcode,BSI,SOURCE_ONLY,False,535,
PLANT-0658,Cynodon dactylon (L.) Pers.,"Dhub, Hariali",POACEAE,"Dhub, Hariali; Durva, Karuka; Durva",Ayurveda,,,Whole Plant,Herb,AFHSTU,Durva,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003247&column=szBarcode,BSI+NMPB,HIGH,False,536,329
PLANT-0659,Cynoglossum glochidiatum Wall. ex Benth.,Dhalabrauisabta (Assam),BORAGINACEAE,Dhalabrauisabta (Assam),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009726&column=szBarcode,BSI,SOURCE_ONLY,False,537,
PLANT-0660,Cynoglossum lanceolatum Forsk.,Kuro (Nepali),BORAGINACEAE,Kuro (Nepali),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009725&column=szBarcode,BSI,SOURCE_ONLY,False,538,
PLANT-0661,Cynometra ramiflora L.,Madhuka (Sans.),CAESALPINIACEAE,Madhuka (Sans.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003480&column=szBarcode,BSI,SOURCE_ONLY,False,539,
PLANT-0662,Cyperus articulatus L.,Guinea Rush (Eng.),CYPERACEAE,Guinea Rush (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003245&column=szBarcode,BSI,SOURCE_ONLY,False,540,
PLANT-0663,Cyperus esculentus L.,Musta,CYPERACEAE,Musta,Ayurveda,,,Root,Herb,AU,,,NMPB,SOURCE_ONLY,False,,330
PLANT-0664,Cyperus iria L.,Bara chuncha (Beng.),CYPERACEAE,Bara chuncha (Beng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003240&column=szBarcode,BSI,SOURCE_ONLY,False,541,
PLANT-0665,Cyperus rotundus L.,"Motha, Mutha (Beng.)",CYPERACEAE,"Motha, Mutha (Beng.); Nagarmotha,; Mustha; Musta",Ayurveda,,,Root,Herb,ASTU,Musta,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003241&column=szBarcode,BSI+NMPB,HIGH,False,542,331
PLANT-0666,Cyperus scariosus R.Br.,Nagarmotha,CYPERACEAE,Nagarmotha,Ayurveda,,,Root,Herb,AFSU,,,NMPB,SOURCE_ONLY,False,,332
PLANT-0667,Cyperus stoloniferous Retz.,Jatamasi (Mar.),CYPERACEAE,Jatamasi (Mar.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003243&column=szBarcode,BSI,SOURCE_ONLY,False,543,
PLANT-0668,Cyperus triceps (Rottb.) Endl.,Nirbisi,CYPERACEAE,Nirbisi,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003239&column=szBarcode,BSI,SOURCE_ONLY,False,544,
PLANT-0669,Cyrtophyllum peregrinum Blume,Anan (Burma),LOGANIACEAE,Anan (Burma),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013558&column=szBarcode,BSI,SOURCE_ONLY,False,545,
PLANT-0670,Cytisus scoparius Link.,Scotch broom (Eng.),FABACEAE,Scotch broom (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003697&column=szBarcode,BSI,SOURCE_ONLY,False,546,
PLANT-0671,Dactyloctenium aegyptium (L.) Willd.,"Makra, Makri",POACEAE,"Makra, Makri",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003192&column=szBarcode,BSI,SOURCE_ONLY,False,547,
PLANT-0672,Dactylorhiza hatagirea (D. Don) Soo,"Salampanja, Salam",ORCHIDACEAE,"Salampanja, Salam; Salampanja",Ayurveda,,,Root,Herb,AFSTU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003157&column=szBarcode,BSI+NMPB,HIGH,False,548,333
PLANT-0673,Dalbergia lanceolaria L.f.,"Takoli, Bithua",FABACEAE,"Takoli, Bithua",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003647&column=szBarcode,BSI,SOURCE_ONLY,False,549,
PLANT-0674,Dalbergia latifolia Roxb.,Shisham,FABACEAE,Shisham; Kala Sheeshan,Ayurveda,,,Bark (Stem),Tree,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003649&column=szBarcode,BSI+NMPB,HIGH,False,550,334
PLANT-0675,Dalbergia pinnata (Lour.) Prain.,Keti (Assam),FABACEAE,Keti (Assam),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003645&column=szBarcode,BSI,SOURCE_ONLY,False,551,
PLANT-0676,Dalbergia sissoo Roxb. ex DC.,"Shisham, Sissu",FABACEAE,"Shisham, Sissu; Shisham; Simsapa",Ayurveda,,,Wood; (Heartwood),Tree,ASTU,Simsapa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003651&column=szBarcode,BSI+NMPB,HIGH,False,552,335
PLANT-0677,Dalbergia spinosa Roxb.,Chillanki (Tel.),FABACEAE,Chillanki (Tel.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003642&column=szBarcode,BSI,SOURCE_ONLY,False,553,
PLANT-0678,Dalbergia stipulacea Roxb.,Tateberi (Nepal),FABACEAE,Tateberi (Nepal),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003643&column=szBarcode,BSI,SOURCE_ONLY,False,554,
PLANT-0679,Dalbergia volubilis Roxb.,Bhatia,FABACEAE,Bhatia,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003644&column=szBarcode,BSI,SOURCE_ONLY,False,555,
PLANT-0680,Daphne oleoides Schreb.,Kutilal (Punjab),THYMELAEACEAE,Kutilal (Punjab),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009032&column=szBarcode,BSI,SOURCE_ONLY,False,556,
PLANT-0681,Daphne papyracea Wall. ex Steud.,Satpura setburwa,THYMELAEACEAE,Satpura setburwa,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009030&column=szBarcode,BSI,SOURCE_ONLY,False,557,
PLANT-0682,Datisca cannabina L.,Akalbir,DATISCACEAE,Akalbir,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013773&column=szBarcode,BSI,SOURCE_ONLY,False,558,
PLANT-0683,Datura arborea L.,"Datura,; Umathi",SOLANACEAE,"Datura,; Umathi",,,,Whole Plant,Shrub,H,,,NMPB,SOURCE_ONLY,False,,336
PLANT-0684,Datura innoxia Mill.,Safed Dhatura,SOLANACEAE,Safed Dhatura; Datura,Ayurveda,,,"Leaf,; Flower,; Fruit (Seed)",Herb,A,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009687&column=szBarcode,BSI+NMPB,HIGH,False,559,337
PLANT-0685,Datura metal L.,Sadahdhatura,SOLANACEAE,Sadahdhatura,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009684&column=szBarcode,BSI,SOURCE_ONLY,False,560,
PLANT-0686,Datura metel L.,Duttura,SOLANACEAE,Duttura; Dhattura,Ayurveda,,,"Leaf,; Flowering or; Fruiting; Tops, Fruit; (Seed)",Herb,ASW,Dhattura,,NMPB,SOURCE_ONLY,False,,338
PLANT-0687,Datura stramonium L.,Dhatura,SOLANACEAE,"Dhatura; Datura,; Umathi",Ayurveda,,,"Leaf, Fruit; (Seed), Stem",Herb,AFHSU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009685&column=szBarcode,BSI+NMPB,HIGH,False,561,339
PLANT-0688,Daucas carota L.,Gajar,APIACEAE,Gajar,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013739&column=szBarcode,BSI,SOURCE_ONLY,False,562,
PLANT-0689,Daucus carota L. var. sativa DC.,Gaajar Beej,APIACEAE,Gaajar Beej,Ayurveda,,,Fruit (Seed),Herb,AFSU,,,NMPB,SOURCE_ONLY,False,,340
PLANT-0690,Decalepis hamiltonii Wight & Arn.,Mahali kizhangu (Tam.),ASCLEPIADACEAE,Mahali kizhangu (Tam.); Magali,Ayurveda,,,Root,Climber,AFS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009242&column=szBarcode,BSI+NMPB,HIGH,False,563,341
PLANT-0691,Deeringia amaranthoides Merill.,Latman,AMARANTHACEAE,Latman,,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008905&column=szBarcode,BSI,SOURCE_ONLY,False,564,
PLANT-0692,Delonix elata (L.) Gamble,Sankasura (Mar.),CAESALPINIACEAE,Sankasura (Mar.); Sanchal; Names,Ayurveda,,,Leaf,Tree,AFS**,Names,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003516&column=szBarcode,BSI+NMPB,HIGH,False,565,342
PLANT-0693,Delphinium brunonianum Royle,Laskar (Punjab),RANUNCULACEAE,Laskar (Punjab),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009940&column=szBarcode,BSI,SOURCE_ONLY,False,566,
PLANT-0694,Delphinium denudatum Wall. ex Hook.f. & Thomson,"Jadwar, Nirbisi",RANUNCULACEAE,"Jadwar, Nirbisi; Jadwar,; Jadavar kath,; Nirbishi",Ayurveda,,,Root; (Tuber),Herb,AU,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009939&column=szBarcode,BSI+NMPB,HIGH,False,567,343
PLANT-0695,Delphinium vestitum Wall. ex Royle,"Juha, Kalulu",RANUNCULACEAE,"Juha, Kalulu",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009942&column=szBarcode,BSI,SOURCE_ONLY,False,568,
PLANT-0696,Dendrobium crumenatum Sw.,Pigeon Orchid (Eng.),ORCHIDACEAE,Pigeon Orchid (Eng.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003915&column=szBarcode,BSI,SOURCE_ONLY,False,569,
PLANT-0697,Dendrobium nobile Lindl.,-,ORCHIDACEAE,-,,,,Whole Plant,Herb,F,,,NMPB,SOURCE_ONLY,False,,344
PLANT-0698,Dendrobium ovatum (L.) Kraenzl.,Nagli (Mar.),ORCHIDACEAE,Nagli (Mar.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003912&column=szBarcode,BSI,SOURCE_ONLY,False,570,
PLANT-0699,Dendrocalamus strictus (Roxb.) Nees,"Bans kaban, Bans khurd",POACEAE,"Bans kaban, Bans khurd",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003178&column=szBarcode,BSI,SOURCE_ONLY,False,571,
PLANT-0700,Dendrocnide sinuata (Bl.) Chaw.,"Morange, Utigun",URTICACEAE,"Morange, Utigun",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009011&column=szBarcode,BSI,SOURCE_ONLY,False,572,
PLANT-0701,Dendrophthoe elastica (Desr.) Danser,Andagan (Tam.),LORANTHACEAE,Andagan (Tam.),,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009019&column=szBarcode,BSI,SOURCE_ONLY,False,573,
PLANT-0702,Dendrophthoe falcata (L.f.) Ettingshausen,Banda,LORANTHACEAE,Banda; Bandaka; Vanda,Ayurveda,,,"Stem,; Whole Plant",Shrub,AF,Vanda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009018&column=szBarcode,BSI+NMPB,HIGH,False,574,345
PLANT-0703,Derris ferruginea (Roxb.) Benth.,"Ruphang-doukha, Aru (Assam)",FABACEAE,"Ruphang-doukha, Aru (Assam)",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003636&column=szBarcode,BSI,SOURCE_ONLY,False,575,
PLANT-0704,Derris indica (Lam.) Bennet.,"Karanj, Dithori",FABACEAE,"Karanj, Dithori",,,,,,,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003635&column=szBarcode,BSI,SOURCE_ONLY,False,576,
PLANT-0705,Derris scandens (Roxb.) ex. Benth.,Gonj,FABACEAE,Gonj,,,,Whole Plant,Climber,FS,,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003640&column=szBarcode,BSI+NMPB,HIGH,False,577,346
